timestamp,j0,j1,j2,j3,j4,j5,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,gripper_pos,skill_id,image_file
20260216_173611_289631,-1.388223950062887,-1.4330357921174546,-2.326354503631592,-0.9681995672038575,1.581793189048767,4.913363933563232,-0.062320382673473944,-0.37460895816840595,0.07604698420918962,-2.1885306800197126,2.228262836016012,0.008439520080813306,229,0,images/frame_0000_20260216_173611_289631.png
20260216_173618_693305,-1.3862951437579554,-1.4452536267093201,-2.353134870529175,-0.9291520875743409,1.5818171501159668,4.91522216796875,-0.06232535602911883,-0.3708513090059566,0.06443494336270972,-2.1885582479215886,2.228255511878959,0.008404296842734846,229,0,images/frame_0001_20260216_173618_693305.png
20260216_173623_532464,-1.3848779837237757,-1.43898560226474,-2.3604116439819336,-0.9281239670566102,1.5818443298339844,4.916682243347168,-0.06232427885988403,-0.3681068964566145,0.06378187654142065,-2.1885186795119322,2.2282942093288858,0.008400830921047589,229,0,images/frame_0002_20260216_173623_532464.png
20260216_173627_567483,-1.3850014845477503,-1.378934071665146,-2.306802749633789,-1.0418081444552918,1.581892967224121,4.916735649108887,-0.062322947611840276,-0.36810029395518484,0.09643513495975845,-2.1885191504395967,2.228262463883379,0.008423489450149254,229,0,images/frame_0003_20260216_173627_567483.png
20260216_173643_545532,-1.4423506895648401,-1.7737747631468714,-1.9088671207427979,-1.0455374878695984,1.5808165073394775,4.8588433265686035,-0.062332533619979834,-0.529895778445114,0.09645583840594468,-2.188516823758773,2.2283016526140518,0.008359485460299422,229,0,images/frame_0004_20260216_173643_545532.png
20260216_173659_424153,-1.4422510305987757,-1.8047877750792445,-1.939240574836731,-0.984089807873108,1.5807937383651733,4.858800411224365,-0.062327235242295984,-0.5297597890822123,0.0733462761597293,-2.1885925752213025,2.2283004540071887,0.008300772496022695,229,0,images/frame_0005_20260216_173659_424153.png
20260216_173704_159478,-1.4422357718097132,-1.8152762852110804,-1.9478920698165894,-0.9650200766376038,1.58078134059906,4.858810901641846,-0.06233078646432991,-0.5297588503416717,0.06613447601285577,-2.1885356741783166,2.2283101165169743,0.008399573073403128,229,0,images/frame_0006_20260216_173704_159478.png
20260216_173706_995428,-1.4427560011493128,-1.8231765232481898,-1.9435783624649048,-0.9613530796817322,1.5808082818984985,4.858207702636719,-0.06229059666203101,-0.5321633515190517,0.06417283372943608,-2.1886273447509605,2.2282532359517564,0.008256869939476141,229,0,images/frame_0007_20260216_173706_995428.png
20260216_173711_765965,-1.4429071585284632,-1.7475058041014613,-1.8654307126998901,-1.1152912837317963,1.5808217525482178,4.858360290527344,-0.06231661891432382,-0.5321235147771559,0.12247979147887206,-2.1885348404462026,2.2282421676100594,0.008408738997309319,229,0,images/frame_0008_20260216_173711_765965.png
20260216_173719_803796,-1.421842400227682,-1.5470010221800585,-2.084685802459717,-1.0962214928916474,1.581189751625061,4.879717826843262,-0.06398454615783539,-0.44606249386091157,0.12250467567519621,-2.188573299290567,2.228313892170404,0.008355489883313584,229,0,images/frame_0009_20260216_173719_803796.png
20260216_173733_815398,-1.404428784047262,-1.5395017315498372,-2.0929694175720215,-1.0917779964259644,1.5543067455291748,3.2941675186157227,-0.06398511620747388,-0.4460787731108148,0.12251148212734328,-3.1325931017374224,-0.022501610164139523,0.02642034913294837,229,0,images/frame_0010_20260216_173733_815398.png
20260216_173741_588549,-1.4043977896319788,-1.5395245228758832,-2.0930118560791016,-1.091796801691391,1.5543031692504883,3.2941434383392334,-0.06397658797724047,-0.4460553547889736,0.12248112271000411,-3.1325099182608214,-0.022588328283667806,0.02644615872521235,138,0,images/frame_0011_20260216_173741_588549.png
20260216_173748_225779,-1.4042609373675745,-1.6376534901061,-2.1870768070220947,-0.8994983595660706,1.5542519092559814,3.293971538543701,-0.0639897485166161,-0.4460814308126715,0.05904701561128475,-3.1326123350013435,-0.02255254480458751,0.02643855218187116,138,0,images/frame_0012_20260216_173748_225779.png
20260216_173752_061423,-1.4042027632342737,-1.6376296482481898,-2.187095880508423,-0.8995447319797059,1.5542519092559814,3.2939682006835938,-0.06396720062980886,-0.4460648453477237,0.05904513437386294,-3.1325709386286205,-0.02264924057781821,0.026448964737574045,223,0,images/frame_0013_20260216_173752_061423.png
20260216_173755_000000,-1.4043782393084924,-1.5457024531587819,-2.0506237149238586,-1.1279740792563934,1.554333209991455,3.2941561937332154,-0.06396839037955868,-0.44605736599339066,0.10904513437386294,-3.1325425775002843,-0.02263345057768769,0.026437899481176424,230,0,verification_wp
20260216_173757_833366,-1.4045537153827112,-1.4537752580693741,-1.9141515493392944,-1.356403426533081,1.5544145107269287,3.294344186782837,-0.06396958012930849,-0.4460498866390576,0.21673883002130548,-3.132514216371948,-0.022617660577557163,0.026426834224778803,223,0,images/frame_0014_20260216_173757_833366.png
20260216_173803_036338,-0.8380087057696741,-1.3714832824519654,-1.980369210243225,-1.378842220907547,1.5630038976669312,3.861037015914917,0.16383176534803096,-0.3830779341417401,0.21675780184837345,-3.1325433202880553,-0.022544067450044728,0.026415267456921365,223,0,images/frame_0015_20260216_173803_036338.png
20260216_173806_071631,-0.8375094572650355,-1.5954815349974574,-2.288787364959717,-0.8464430135539551,1.5628204345703125,3.8606717586517334,0.16385285281776066,-0.3830686394764588,0.04155516277899138,-3.1325313458475446,-0.02260391555753988,0.026441667329081365,223,0,images/frame_0016_20260216_173806_071631.png
20260216_173808_607242,-0.8375218550311487,-1.595464368859762,-2.288752794265747,-0.8464843195727845,1.5628242492675781,3.860699415206909,0.16385517438430458,-0.3830769066648171,0.0415712784644581,-3.13253731815982,-0.022541205198632747,0.02642649791843229,3,0,images/frame_0017_20260216_173808_607242.png


